TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"531","2017-07-14","Httpssentry /17-07-13","Httpssentry /17-07-13","Httpssentry /17-07-13","SEK","-248.43","307976","Doc 297","A365","2017-08-06 19:39:49"
"530","2017-07-14","Aws Amazon C/17-07-13","Aws Amazon C/17-07-13","Aws Amazon C/17-07-13","SEK","-7.88","308224.43","Doc 298","A364","2017-08-06 19:39:49"
"529","2017-07-13","Dooer Accounting AB","D259-P56",,"SEK","-2493.75","308232.31","Doc 259","A342","2017-08-06 19:39:49"
"528","2017-07-12","8662781349  /17-07-11","8662781349  /17-07-11","8662781349  /17-07-11","SEK","-945.68","310726.06","Doc 291","A372","2017-08-06 19:39:49"
"527","2017-07-12","Skatteverket","R25-P64",,"SEK","-40884","311671.74","Rep 25","A355","2017-08-06 19:39:49"
"526","2017-07-10","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","SEK","-349","352555.74","Doc 292","A373","2017-08-06 19:39:49"
"525","2017-07-10","8019174292  /17-07-07","8019174292  /17-07-07","8019174292  /17-07-07","SEK","-329.2","352904.74","Doc 293","A366","2017-08-06 19:39:49"
"524","2017-07-07","R.a.b Event AB","D248-P62","206976","SEK","-18816","353233.94","Doc 248","A343","2017-08-06 19:39:49"
"523","2017-07-06","8778877815  /17-07-05","8778877815  /17-07-05","8778877815  /17-07-05","SEK","-86.8","372049.94","Doc 673","A410","2017-08-06 19:39:49"
"522","2017-07-06","Petach Tiqwa/17-07-04","Petach Tiqwa/17-07-04","Petach Tiqwa/17-07-04","SEK","-425.29","372136.74","Doc 287","A367","2017-08-06 19:39:49"
"521","2017-07-06","Google  Goog/17-07-05","Google  Goog/17-07-05","Google  Goog/17-07-05","SEK","-19","372562.03","Doc 667","A411,A484","2017-08-06 19:39:49"
"520","2017-07-06","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1500","372581.03","","A345,A480","2017-08-06 19:39:49"
"519","2017-07-05","Komplett Se /17-07-04","Komplett Se /17-07-04","Komplett Se /17-07-04","SEK","-1748.75","371081.03","Doc 288","A368","2017-08-06 19:39:49"
"518","2017-07-04","8778877815  /17-07-02","8778877815  /17-07-02","8778877815  /17-07-02","SEK","-105.82","372829.78","Doc 275","A369","2017-08-06 19:39:49"
"506","2017-07-04","Hi3g","Hi3g","Hi3g","SEK","-826","372935.6","Doc 635","A412,A482","2017-07-04 07:40:01"
"505","2017-07-04","Klientmedel Billogram AB","Hyra Kontor Klustret",,"SEK","-30500","373761.6","Doc 726","A413,A483","2017-07-04 07:40:01"
"504","2017-07-03","4154486673  /17-07-02","4154486673  /17-07-02","4154486673  /17-07-02","SEK","-60.39","404261.6","Doc 274","A336","2017-07-04 07:40:01"
"501","2017-07-03","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","14000","404321.99","","A321","2017-07-03 11:02:48"
"500","2017-07-03","Ccögoogle Co/17-07-01","Ccögoogle Co/17-07-01","Ccögoogle Co/17-07-01","SEK","-345.98","390321.99","Doc 273","A317","2017-07-03 11:02:48"
"499","2017-07-03","8778877815  /17-06-30","8778877815  /17-06-30","8778877815  /17-06-30","SEK","-2224.17","390667.97","Doc 270","A335,A481","2017-07-03 11:02:48"
"498","2017-06-30","Klientmedel Billogram AB","D271-P65",,"SEK","-32813","392892.14","Doc 271","A309","2017-07-03 11:02:48"
"497","2017-06-30","Klientmedel Billogram AB","D272-P66",,"SEK","-14000","425705.14","Doc 272","A300,A474,A991","2017-07-03 11:02:48"
"496","2017-06-30","Roa Stockholm AB","D234-P51","11358","SEK","-25298","439705.14","Doc 234","A301","2017-07-03 11:02:48"
"495","2017-06-29","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","39048","465003.14","","A299,A471","2017-07-03 11:02:47"
"494","2017-06-29","Klarna AB /nordea Finans","D230-P52",,"SEK","-1026.24","425955.14","Doc 230","A302,A490","2017-07-03 11:02:47"
"493","2017-06-22","Norwegian C /17-06-20","Norwegian C /17-06-20","Norwegian C /17-06-20","SEK","-494","426981.38","Doc 284","A304","2017-07-03 11:02:47"
"492","2017-06-22","Airberlin   /17-06-20","Airberlin   /17-06-20","Airberlin   /17-06-20","SEK","-2031","427475.38","Doc 285","A305,A307","2017-07-03 11:02:47"
"491","2017-06-22","R24-P59","R24-P59","Lön","SEK","-11632","429506.38","Rep 24","A313","2017-07-03 11:02:47"
"490","2017-06-22","R24-P57","R24-P57","Lön","SEK","-3919","441138.38","Rep 24","A314","2017-07-03 11:02:47"
"489","2017-06-22","R24-P61","R24-P61","Lön","SEK","-13824","445057.38","Rep 24","A316","2017-07-03 11:02:47"
"488","2017-06-22","R24-P58","R24-P58","Lön","SEK","-7447","458881.38","Rep 24","A315","2017-07-03 11:02:47"
"487","2017-06-22","R24-P60","R24-P60","Lön","SEK","-27150","466328.38","Rep 24","A312","2017-07-03 11:02:47"
"483","2017-06-16","Kostnad","Kostnad","Kostnad","SEK","-300","493478.38","","A414","2017-06-18 11:12:07"
"482","2017-06-16","271676321001","Acroyoga Solar Immersion Berlin Workshop: Per Jonsson","Acroyoga Solar Immersion Berlin Workshop: Per Jonsson","SEK","-2699.07","493778.38","Doc 260,Doc 268","A318","2017-06-18 11:12:07"
"481","2017-06-16","Dooer Accounting AB","",,"SEK","-2493","496477.45","Doc 218","A244","2017-06-18 11:12:07"
"480","2017-06-16","Klientmedel Billogram AB","D219-P49",,"SEK","-8750","498970.45","Doc 219","A241","2017-06-18 11:12:07"
"479","2017-06-13","Heroku Com  /17-06-12","Heroku Com  /17-06-12","Heroku Com  /17-06-12","SEK","-1102.43","507720.45","Doc 253","A245","2017-06-18 11:12:07"
"478","2017-06-13","Restaurang I/17-06-12","Restaurang I/17-06-12","Restaurang I/17-06-12","SEK","-655","508822.88","Doc 257","A251","2017-06-18 11:12:07"
"477","2017-06-13","Ica Kvantum /17-06-12","Ica Kvantum /17-06-12","Ica Kvantum /17-06-12","SEK","-301.96","509477.88","Doc 264","A246","2017-06-18 11:12:07"
"476","2017-06-12","Skatteverket","",,"SEK","-23801","509779.84","Rep 23","A247,A248","2017-06-18 11:12:07"
"475","2017-06-12","8557983072  /17-06-09","8557983072  /17-06-09","8557983072  /17-06-09","SEK","-258.15","533580.84","Doc 254","A249","2017-06-18 11:12:07"
"474","2017-06-09","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","50000","533838.99","","A236","2017-06-18 11:12:07"
"473","2017-06-08","8019174292  /17-06-07","8019174292  /17-06-07","8019174292  /17-06-07","SEK","-475.36","483838.99","Doc 250","A288","2017-06-18 11:12:07"
"472","2017-06-08","Petach Tiqwa/17-06-06","Petach Tiqwa/17-06-06","Petach Tiqwa/17-06-06","SEK","-8.88","484314.35","Doc 278","A405","2017-06-18 11:12:06"
"471","2017-06-08","Petach Tiqwa/17-06-06","Petach Tiqwa/17-06-06","Petach Tiqwa/17-06-06","SEK","8.52","484323.23","Doc 778","A415,A421,A422","2017-06-18 11:12:06"
"470","2017-06-07","Grand Cayman/17-06-06","Grand Cayman/17-06-06","Grand Cayman/17-06-06","SEK","-7771.27","484314.71","Doc 246","A252","2017-06-18 11:12:06"
"469","2017-06-07","781-970-6155/17-06-06","781-970-6155/17-06-06","781-970-6155/17-06-06","SEK","-176.62","492085.98","Doc 247","A254","2017-06-18 11:12:06"
"468","2017-06-07","8778894546  /17-06-05","8778894546  /17-06-05","8778894546  /17-06-05","SEK","-91.87","492262.6","Doc 240","A378","2017-06-18 11:12:06"
"467","2017-06-07","8778894546  /17-06-05","8778894546  /17-06-05","8778894546  /17-06-05","SEK","-99.12","492354.47","Doc 240","A380,A489","2017-06-18 11:12:06"
"466","2017-06-07","8778894546  /17-06-05","8778894546  /17-06-05","8778894546  /17-06-05","SEK","-88.61","492453.59","Doc 240","A377","2017-06-18 11:12:06"
"465","2017-06-07","8778877815  /17-06-05","8778877815  /17-06-05","8778877815  /17-06-05","SEK","-88.34","492542.2","Doc 672","A416","2017-06-18 11:12:06"
"464","2017-06-07","Petach Tiqwa/17-06-04","Petach Tiqwa/17-06-04","Petach Tiqwa/17-06-04","SEK","-1316.28","492630.54","Doc 241","A253","2017-06-18 11:12:06"
"463","2017-06-07","Vimeo Plus M/17-06-05","Vimeo Plus M/17-06-05","Vimeo Plus M/17-06-05","SEK","-79.95","493946.82","Doc 283","A322","2017-06-18 11:12:06"
"462","2017-06-05","Google  Goog/17-06-04","Google  Goog/17-06-04","Google  Goog/17-06-04","SEK","-19","494026.77","Doc 242","A259","2017-06-18 11:12:06"
"461","2017-06-05","Klientmedel Billogram AB","D233-P50",,"SEK","-8750","494045.77","Doc 233","A242","2017-06-18 11:12:06"
"460","2017-06-05","3 (hi3g Access Ab)","D209-P44",,"SEK","-1111","502795.77","Doc 209","A243","2017-06-18 11:12:06"
"459","2017-06-05","4154486673  /17-06-02","4154486673  /17-06-02","4154486673  /17-06-02","SEK","-62","503906.77","Doc 236","A258","2017-06-18 11:12:06"
"458","2017-06-05","Toronto     /17-06-02","Toronto     /17-06-02","Toronto     /17-06-02","SEK","-44.2","503968.77","Doc 238","A382","2017-06-18 11:12:06"
"457","2017-06-05","G Co/payhelp/17-06-02","G Co/payhelp/17-06-02","G Co/payhelp/17-06-02","SEK","-238.36","504012.97","Doc 239","A257","2017-06-18 11:12:06"
"456","2017-06-02","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","SEK","-349","504251.33","Doc 229","A264","2017-06-18 11:12:06"
"455","2017-06-02","Klientmedel Billogram AB","D222-P48",,"SEK","-12750","504600.33","Doc 222","A262","2017-06-18 11:12:06"
"454","2017-06-01","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","33000","517350.33","","","2017-06-18 11:12:06"
"453","2017-06-01","Donati. Fel","Donati. Fel","Everyday","SEK","-600","484350.33","Doc 731","A417,A488","2017-06-18 11:12:06"
"452","2017-05-31","888-8503375 /17-05-29","888-8503375 /17-05-29","888-8503375 /17-05-29","SEK","-4121.48","484950.33","Doc 243","A266","2017-06-18 11:12:06"
"451","2017-05-30","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","636","489071.81","","A238,A458","2017-06-18 11:12:05"
"450","2017-05-26","San Francisc/17-05-24","San Francisc/17-05-24","San Francisc/17-05-24","SEK","-0.09","488435.81","Doc 217","A269","2017-06-18 11:12:05"
"449","2017-05-26","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","31250","488435.9","","A707,A740","2017-06-18 11:12:05"
"448","2017-05-24","888-8503375 /17-05-22","888-8503375 /17-05-22","888-8503375 /17-05-22","SEK","-1023.83","457185.9","Doc 214","A274","2017-06-18 11:12:05"
"447","2017-05-24","Holy Greens /17-05-23","Holy Greens /17-05-23","Holy Greens /17-05-23","SEK","-385","458209.73","Doc 215","A289","2017-06-18 11:12:05"
"446","2017-05-24","R18-P43","R18-P43","Lön","SEK","-13824","458594.73","Rep 18","A270","2017-06-18 11:12:05"
"445","2017-05-24","R18-P42","R18-P42","Lön","SEK","-13824","472418.73","Rep 18","A271","2017-06-18 11:12:05"
"444","2017-05-24","R18-P41","R18-P41","Lön","SEK","-11632","486242.73","Rep 18","A272","2017-06-18 11:12:05"
"443","2017-05-22","Yogayama","Yogayama","Yogayama","SEK","-1250","497874.73","Doc 317","A384","2017-06-18 11:12:05"
"442","2017-05-22","8778877815  /17-05-20","8778877815  /17-05-20","8778877815  /17-05-20","SEK","-2400.07","499124.73","Doc 649","A443,A444,A463,A990","2017-06-18 11:12:05"
"441","2017-05-19","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","15938","501524.8","","","2017-06-18 11:12:05"
"440","2017-05-18","Tallinn     /17-05-17","Tallinn     /17-05-17","Tallinn     /17-05-17","SEK","-178.76","485586.8","Doc 211","A277","2017-06-18 11:12:05"
"439","2017-05-18","Wellington  /17-05-18","Wellington  /17-05-18","Wellington  /17-05-18","SEK","-349.06","485765.56","Doc 212","A278","2017-06-18 11:12:05"
"438","2017-05-16","Sj Mobilapp /17-05-15","Sj Mobilapp /17-05-15","Sj Mobilapp /17-05-15","SEK","-615","486114.62","Doc 207","A282","2017-06-18 11:12:05"
"437","2017-05-12","K M Epicente/17-05-11","K M Epicente/17-05-11","K M Epicente/17-05-11","SEK","-95","486729.62","Doc 201","A292","2017-06-18 11:12:05"
"436","2017-05-12","K M Epicente/17-05-11","K M Epicente/17-05-11","K M Epicente/17-05-11","SEK","-256.5","486824.62","Doc 204","A293","2017-06-18 11:12:05"
"421","2017-05-11","Dooer Accounting AB","D166-P36",,"SEK","-2493.75","487081.12","Doc 166","A210","2017-05-12 12:24:52"
"420","2017-05-10","8557983072  /17-05-09","8557983072  /17-05-09","8557983072  /17-05-09","SEK","-262.51","489574.87","Doc 200","A217","2017-05-12 12:24:52"
"419","2017-05-10","888-8503375 /17-05-08","888-8503375 /17-05-08","888-8503375 /17-05-08","SEK","-4185.56","489837.38","Doc 199","A216","2017-05-12 12:24:52"
"418","2017-05-10","8662781349  /17-05-09","8662781349  /17-05-09","8662781349  /17-05-09","SEK","-1396.49","494022.94","Doc 196","A208","2017-05-12 12:24:52"
"417","2017-05-10","K-Märkt AB","Kmärkt","Faktura 9139","SEK","-984","495419.43","Doc 155","A207,A984,A985","2017-05-12 12:24:52"
"416","2017-05-09","K M Epicente/17-05-08","K M Epicente/17-05-08","K M Epicente/17-05-08","SEK","-270","496403.43","Doc 198","A218","2017-05-12 12:24:52"
"415","2017-05-08","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","Trygg Hansa Försäkring F","SEK","-885","496673.43","Doc 208","A234,A235","2017-05-12 12:24:52"
"414","2017-05-08","3 (hi3g Access Ab)","Tre",,"SEK","-801","497558.43","Doc 183","A209","2017-05-12 12:24:52"
"413","2017-05-08","Petach Tiqwa/17-05-04","Petach Tiqwa/17-05-04","Petach Tiqwa/17-05-04","SEK","-1340.85","498359.43","Doc 678","A420,A461","2017-05-12 12:24:52"
"412","2017-05-08","8778877815  /17-05-05","8778877815  /17-05-05","8778877815  /17-05-05","SEK","-89.99","499700.28","Doc 671","A419,A462","2017-05-12 12:24:52"
"411","2017-05-08","Vimeo Plus M/17-05-05","Vimeo Plus M/17-05-05","Vimeo Plus M/17-05-05","SEK","-79.95","499790.27","Doc 281","A329","2017-05-12 12:24:52"
"410","2017-05-05","Webhallen   /17-05-04","Webhallen   /17-05-04","Webhallen   /17-05-04","SEK","-2990","499870.22","Doc 195","A215","2017-05-12 12:24:52"
"409","2017-05-05","8778877815  /17-05-02","8778877815  /17-05-02","8778877815  /17-05-02","SEK","-44.93","502860.22","Doc 189","A213","2017-05-12 12:24:52"
"408","2017-05-03","4154486673  /17-05-02","4154486673  /17-05-02","4154486673  /17-05-02","SEK","-63.04","502905.15","Doc 186","A214","2017-05-12 12:24:52"
"407","2017-05-03","G Co/payhelp/17-05-02","G Co/payhelp/17-05-02","G Co/payhelp/17-05-02","SEK","-285.66","502968.19","Doc 187","A212","2017-05-12 12:24:52"
"406","2017-05-02","Wellington  /17-05-02","Wellington  /17-05-02","Wellington  /17-05-02","SEK","-351.4","503253.85","Doc 339","A418,A460","2017-05-12 12:24:52"
"405","2017-05-02","9172677480 /17-04-28",,,"SEK","-171.35","503605.25","Doc 184","A201","2017-05-02 16:32:50"
"404","2017-04-27","C off ideell förening","D138-p33","202","SEK","-1200","503776.6","Doc 138","A202","2017-05-02 16:32:50"
"403","2017-04-26","Klientmedel billogram AB","D140-p32",,"SEK","-4338","507075.5","Doc 140","A204","2017-05-02 16:32:50"
"402","2017-04-26","Ha0453777226",,,"SEK","-797","506278.5","Doc 182","A203","2017-05-02 16:32:50"
"401","2017-04-26","SJ MOBILAPP /17-04-25",,,"SEK","-296","505982.5","Doc 210","A222","2017-05-02 16:32:49"
"400","2017-04-26","STENUGNSBAGE /17-04-25",,,"SEK","-120","505862.5","Doc 180","A211","2017-05-02 16:32:49"
"399","2017-04-26","8778894546 /17-04-25",,,"SEK","-91.88","505770.62","Doc 177","A200","2017-05-02 16:32:49"
"398","2017-04-26","888-8503375 /17-04-24",,,"SEK","-270.51","505500.11","Doc 179","A197","2017-05-02 16:32:49"
"397","2017-04-26","SAN FRANCISC /17-04-24",,,"SEK","-523.51","504976.6","Doc 178","A199","2017-05-02 16:32:49"
"395","2017-04-25","R9-p39",,,"SEK","-13824","536869.5","Rep 9","A219,A220,A221","2017-04-25 17:04:39"
"394","2017-04-25","R9-p38",,,"SEK","-13824","523045.5","Rep 9","A219,A220,A221","2017-04-25 17:04:39"
"393","2017-04-25","R9-p37",,,"SEK","-11632","511413.5","Rep 9","A219,A220,A221","2017-04-25 17:04:39"
"392","2017-04-24","SYSTEMBOLAGE /17-04-21",,,"SEK","-247.5","551122.18","Doc 648","A225","2017-04-25 17:04:39"
"391","2017-04-24","PETACH TIQWA /17-04-20",,,"SEK","-428.68","550693.5","Doc 174","A143","2017-04-25 17:04:39"
"390","2017-04-21","8778877815 /17-04-20",,,"SEK","-2465.42","551369.68","Doc 657","A226","2017-04-25 17:04:39"
"389","2017-04-20","Klientmedel billogram AB","Klustret",,"SEK","-14625","569085.1","Doc 726","A228","2017-04-25 17:04:39"
"388","2017-04-20","Klientmedel billogram AB","Klustret",,"SEK","-15250","553835.1","Doc 725","A229","2017-04-25 17:04:39"
"387","2017-04-19","Stf ekskäret",,,"SEK","500000","569945.47","Rep 19","A230","2017-04-25 17:04:39"
"386","2017-04-19","Bg 759-8147",,,"SEK","14000","583945.47","Doc 525","A231","2017-04-25 17:04:39"
"385","2017-04-19","888-8503375 /17-04-17",,,"SEK","-235.37","583710.1","Doc 170","A138","2017-04-25 17:04:39"
"384","2017-04-18","447983013899 /17-04-11",,,"SEK","-1464.77","70729.21","Doc 168","A142","2017-04-25 17:04:39"
"383","2017-04-18","KOMPLETT SE /17-04-17",,,"SEK","-549","70180.21","Doc 171","A144","2017-04-25 17:04:39"
"382","2017-04-18","TALLINN /17-04-17",,,"SEK","-234.74","69945.47","Doc 169","A168","2017-04-25 17:04:39"
"381","2017-04-12","Skatteverket","R8-p34",,"SEK","-25467","79013.4","Doc 157","A147","2017-04-25 17:04:38"
"380","2017-04-12","8662781349 /17-04-11",,,"SEK","-1305.36","77708.04","Doc 161","A140","2017-04-25 17:04:38"
"379","2017-04-12","888-8503375 /17-04-10",,,"SEK","-5514.06","72193.98","Doc 165","A139","2017-04-25 17:04:38"
"378","2017-04-10","8019174292 /17-04-07",,,"SEK","-165.53","104748.42","Doc 163","A146","2017-04-25 17:04:38"
"377","2017-04-10","8557983072 /17-04-09",,,"SEK","-268.02","104480.4","Doc 164","A167","2017-04-25 17:04:38"
"376","2017-04-07","Klientmedel billogram AB","Billogram",,"SEK","-208","108570.2","Doc 156","A164","2017-04-25 17:04:38"
"375","2017-04-07","D136-p31",,,"SEK","-3656.25","104913.95","Doc 136","A148,A196","2017-04-25 17:04:38"
"374","2017-04-06","VIMEO COM /17-04-05",,,"SEK","-79.95","109227.27","Doc 282","A227","2017-04-25 17:04:38"
"373","2017-04-06","PETACH TIQWA /17-04-04",,,"SEK","-449.07","108778.2","Doc 154","A145","2017-04-25 17:04:38"
"372","2017-04-05","SEMPRE ESPRE /17-04-04",,,"SEK","-80","119064.12","Doc 153","A198","2017-04-25 17:04:38"
"371","2017-04-05","888-8503375 /17-04-03",,,"SEK","-9756.9","109307.22","Doc 152","A141","2017-04-25 17:04:38"
"370","2017-04-04","8778877815 /17-04-02",,,"SEK","-45.56","119144.12","Doc 150","A165","2017-04-25 17:04:38"
"369","2017-04-03","NETONNET AB /17-03-28",,,"SEK","-14990","119567.42","Doc 145","A150","2017-04-25 17:04:38"
"368","2017-04-03","G CO/PAYHELP /17-04-02",,,"SEK","-313.81","119253.61","Doc 151","A149","2017-04-25 17:04:38"
"367","2017-04-03","4154486673 /17-04-02",,,"SEK","-63.93","119189.68","Doc 149","A166","2017-04-25 17:04:38"
"366","2017-03-31","9172677480 /17-03-28",,,"SEK","-170.73","141782.17","Doc 143","A136","2017-04-25 17:04:38"
"365","2017-03-31","888-8503375 /17-03-27",,,"SEK","-7224.75","134557.42","Doc 139","A135,A178","2017-04-25 17:04:38"
"364","2017-03-30","Klientmedel billogram AB","D99-p19",,"SEK","-3750","141952.9","Doc 99","A137","2017-04-25 17:04:38"
"360","2017-03-27","SAN FRANCISC /17-03-24",,,"SEK","-521.78","129764.9","Doc 716","A169","2017-03-27 20:59:37"
"359","2017-03-27","Bg 759-8147",,,"SEK","15938","145702.9","Doc 117","A103","2017-03-27 20:59:37"
"358","2017-03-24","Klientmedel billogram AB","D114-p22",,"SEK","-12500","221815.58","Doc 114","A72,A195","2017-03-27 20:59:37"
"357","2017-03-24","Klientmedel billogram AB","D118-p21",,"SEK","-55250","166565.58","Doc 118","A113","2017-03-27 20:59:37"
"356","2017-03-24","R7-p27",,,"SEK","-13824","152741.58","Rep 7","A123,A124,A125,A126","2017-03-27 20:59:37"
"355","2017-03-24","R7-p24",,,"SEK","-11632","141109.58","Rep 7","A123,A124,A125,A126","2017-03-27 20:59:37"
"354","2017-03-24","R7-p26",,,"SEK","-13824","127285.58","Rep 7","A123,A124,A125,A126","2017-03-27 20:59:37"
"353","2017-03-24","D128-p29",,,"SEK","-3500","123785.58","Doc 128","A115","2017-03-27 20:59:37"
"352","2017-03-24","R7-p25",,,"SEK","-3919","119866.58","Rep 7","A123,A124,A125,A126","2017-03-27 20:59:37"
"351","2017-03-24","D127-p28",,,"SEK","-3500","116366.58","Doc 127","A114","2017-03-27 20:59:37"
"350","2017-03-24","Bg 759-8147",,,"SEK","14000","130366.58","Doc 158","A133","2017-03-27 20:59:37"
"349","2017-03-24","KJELL & CO 2 /17-03-23",,,"SEK","-79.9","130286.68","Doc 133","A105","2017-03-27 20:59:37"
"348","2017-03-23","H23359981640",,"DIS                                VORES KONTONR.                     FAKTURA 132","SEK","4000","234315.58","Doc 190","A179","2017-03-27 20:59:37"
"347","2017-03-22","ORANGE COUNT /17-03-21",,,"SEK","-80","228919.63","Doc 132","A116","2017-03-27 20:59:37"
"346","2017-03-22","888-8503375 /17-03-20",,,"SEK","1395.95","230315.58","Doc 768","A180","2017-03-27 20:59:36"
"345","2017-03-21","8778877815 /17-03-20",,,"SEK","-2333.28","228999.63","Doc 141","A106","2017-03-27 20:59:36"
"344","2017-03-20","447983013899 /17-03-15",,,"SEK","-6038.75","235314.79","Doc 124","A112","2017-03-27 20:59:36"
"343","2017-03-20","TALLINN /17-03-17",,,"SEK","-231.88","235082.91","Doc 129","A107","2017-03-27 20:59:36"
"342","2017-03-20","Klientmedel billogram AB","D79-p13",,"SEK","-3750","231332.91","Doc 79","A76","2017-03-27 20:59:36"
"341","2017-03-16","3 (hi3g access AB)","Tre",,"SEK","-854","207603.54","Doc 92","A74","2017-03-27 20:59:36"
"340","2017-03-16","Bg 759-8147",,,"SEK","33750","241353.54","Doc 86","A104","2017-03-27 20:59:36"
"339","2017-03-15","8662781349 /17-03-14",,,"SEK","-1103.39","208965.61","Doc 105","A109","2017-03-27 20:59:36"
"338","2017-03-15","888-8503375 /17-03-13",,,"SEK","-508.07","208457.54","Doc 122","A108","2017-03-27 20:59:36"
"337","2017-03-14","SEMPRE ESPRE /17-03-13",,,"SEK","-80","210069","Doc 121","A127","2017-03-27 20:59:36"
"336","2017-03-13","Skatteverket","D107-p20",,"SEK","-80647","211638.17","Doc 107","A111","2017-03-27 20:59:36"
"335","2017-03-13","888-8503375 /17-03-10",,,"SEK","-1489.17","210149","Doc 119","A110","2017-03-27 20:59:36"
"334","2017-03-10","SEB kort",,,"SEK","-290.97","292995.93","Doc 728","A181","2017-03-27 20:59:36"
"333","2017-03-10","8019174292 /17-03-09",,,"SEK","-443.42","292552.51","Doc 116","A118","2017-03-27 20:59:36"
"332","2017-03-10","8557983072 /17-03-09",,,"SEK","-267.34","292285.17","Doc 115","A117","2017-03-27 20:59:36"
"331","2017-03-08","Pollux inves",,,"SEK","5","293237.9","","A163","2017-03-27 20:59:36"
"330","2017-03-08","Selecta",,,"SEK","22","293259.9","","A162","2017-03-27 20:59:36"
"329","2017-03-08","Selecta",,,"SEK","27","293286.9","","A161","2017-03-27 20:59:36"
"325","2017-03-06","Överbe skatt",,,"SEK","-2716","297273.98","Doc 612","A188","2017-03-27 20:59:36"
"328","2017-03-06","WEBHALLEN /17-03-03",,,"SEK","-3790","293483.98","Doc 120","A119","2017-03-27 20:59:36"
"327","2017-03-06","8778877815 /17-03-02",,,"SEK","-64.04","293419.94","Doc 110","A122","2017-03-27 20:59:36"
"326","2017-03-06","8778894546 /17-03-03",,,"SEK","-187.04","293232.9","Doc 106","A120","2017-03-27 20:59:36"
"324","2017-03-03","Bg 759-8147",,,"SEK","250.41","300442.9","Doc 45","A160,A206","2017-03-27 20:59:36"
"323","2017-03-03","CCÖGOOGLE CO /17-03-02",,,"SEK","-388.22","300054.68","Doc 111","A68","2017-03-27 20:59:36"
"322","2017-03-03","4154486673 /17-03-02",,,"SEK","-64.7","299989.98","Doc 108","A121","2017-03-27 20:59:36"
"321","2017-03-02","Klientmedel billogram AB","Ekskäret gemenskap",,"SEK","-14625","383188.49","Doc 28","A101,A102","2017-03-27 20:59:35"
"320","2017-03-02","Aktieutdeln",,,"SEK","-82996","300192.49","Rep 10","A176,A177","2017-03-27 20:59:35"
"319","2017-02-27","8778877815 /17-02-24",,,"SEK","-2332.69","395596.47","Doc 100","A66","2017-03-27 20:59:35"
"318","2017-02-27","SAN FRANCISC /17-02-24",,,"SEK","-532.98","395063.49","Doc 95","A69","2017-03-27 20:59:35"
"317","2017-02-27","Yogayama AB","D81-p12",,"SEK","-1250","393813.49","Doc 81","A73,A223,A224","2017-03-27 20:59:35"
"316","2017-02-27","Bg 759-8147",,,"SEK","4000","397813.49","Doc 160","A134,A158,A159","2017-03-27 20:59:35"
"315","2017-02-24","Skatteverket","R4-p10",,"SEK","-25467","486907.38","Doc 62","A79","2017-03-27 20:59:35"
"314","2017-02-24","R5-p17",,,"SEK","-13824","473083.38","Rep 5","A83,A84,A85,A86","2017-03-27 20:59:35"
"313","2017-02-24","R5-p15",,,"SEK","-3919","469164.38","Rep 5","A83,A84,A85,A86","2017-03-27 20:59:35"
"312","2017-02-24","R5-p16",,,"SEK","-50638","418526.38","Rep 5","A83,A84,A85,A86","2017-03-27 20:59:35"
"311","2017-02-24","R5-p14",,,"SEK","-11632","406894.38","Rep 5","A83,A84,A85,A86","2017-03-27 20:59:35"
"310","2017-02-24","ELGIGANTEN S /17-02-23",,,"SEK","-8289","398605.38","Doc 91","A71","2017-03-27 20:59:35"
"309","2017-02-24","PARADISET CI /17-02-23",,,"SEK","-147","398458.38","Doc 87","A70","2017-03-27 20:59:35"
"308","2017-02-24","8778877815 /17-02-23",,,"SEK","-529.22","397929.16","Doc 96","A67","2017-03-27 20:59:35"
"307","2017-02-23","TALLINN /17-02-22",,,"SEK","-231.53","512374.38","Doc 85","A78","2017-03-27 20:59:35"
"306","2017-02-20","Från moms",,,"SEK","28533","512605.91","","","2017-03-27 20:59:35"
"305","2017-02-17","Skatteverket","Moms skatteverket",,"SEK","-131767","484421.91","Doc 80","A80,A81,A82","2017-03-27 20:59:35"
"304","2017-02-17","SELECTA /17-02-16",,,"SEK","-27","484394.91","","A155","2017-03-27 20:59:35"
"303","2017-02-17","SELECTA /17-02-16",,,"SEK","-22","484372.91","","A156","2017-03-27 20:59:35"
"302","2017-02-17","POLLUX INVES /17-02-16",,,"SEK","-5","484367.91","","A157","2017-03-27 20:59:35"
"301","2017-02-17","THELINS KOND /17-02-16",,,"SEK","-295","484072.91","Doc 78","A75","2017-03-27 20:59:35"
